id,lon,lat,label,observed_at,window_before_days,window_after_days,confidence,precision,source_url
hydro-background-0194,-69.32929463,-22.96514404,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0195,-67.56604154,-24.05009997,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0196,-68.91610458,-22.98619778,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0197,-68.75216609,-23.47799841,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0198,-67.90312334,-24.11289808,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0199,-68.93541986,-25.16875392,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0200,-67.4763487,-24.09192891,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0201,-68.68639053,-25.04452103,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0202,-68.66584579,-24.93407211,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0203,-69.86917359,-22.86996901,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0204,-69.17867316,-23.18040609,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0205,-68.68181878,-24.48213504,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0206,-69.0136015,-25.18782633,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0207,-69.09872355,-23.58217159,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0208,-69.09427226,-23.16541971,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0209,-69.14150228,-23.08769012,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0210,-68.8238212,-24.88681707,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0211,-67.62250107,-23.78494671,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0212,-68.61856629,-24.79146302,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0213,-69.95588564,-23.29214485,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0214,-67.4216616,-24.01569913,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0215,-68.724099,-23.82151581,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0216,-67.62800956,-24.11774831,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0217,-68.02563526,-24.22235035,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0218,-68.84509632,-23.92925695,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0219,-67.75301607,-24.12467609,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0220,-68.48398733,-24.96010972,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0221,-67.65190134,-23.80335244,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0222,-70.03145253,-23.25463711,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0223,-67.90134901,-24.20629196,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0224,-68.9716695,-23.33572326,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0225,-69.06102879,-23.6485498,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0226,-68.77577319,-23.50919309,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0227,-69.94032345,-23.02103938,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0228,-68.01483211,-24.22731168,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0229,-68.94885021,-22.85962297,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0230,-67.70416568,-24.1465689,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0231,-69.47541158,-23.23087986,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0232,-67.7000267,-24.09811542,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0233,-68.90277938,-23.04214805,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0234,-68.51590562,-25.19496427,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0235,-69.80091371,-23.12535952,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0236,-67.47045619,-23.75359538,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0237,-67.38171043,-24.05040931,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0238,-68.55759597,-24.46232505,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0239,-68.78847829,-24.95245163,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0240,-67.93665259,-24.04479865,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0241,-67.86712797,-24.08678396,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0242,-70.08135457,-23.35203732,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0243,-70.11194781,-23.30709619,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0244,-69.12338046,-23.84849984,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0245,-69.00329168,-23.14354049,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0246,-68.85628514,-24.1811467,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0247,-69.01506341,-23.90172564,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0248,-68.74205828,-24.65349287,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0249,-68.6800196,-22.94988203,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0250,-69.13081305,-22.85594745,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0251,-68.53410711,-24.44327663,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0252,-68.74123591,-23.64485234,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0253,-69.12722045,-25.23187346,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0254,-67.87976666,-24.04302843,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0255,-68.62265352,-22.80803415,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0256,-68.60284823,-24.45098599,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0257,-67.78096039,-23.60903866,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0258,-69.32834338,-22.95178829,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0259,-67.61602327,-24.0460993,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0260,-67.35534623,-24.00618702,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0261,-68.79746089,-24.94837254,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0262,-67.92069422,-24.16032102,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0263,-68.91724621,-24.26336178,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0264,-68.82983787,-24.69745862,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0265,-68.59420197,-24.99239757,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0266,-69.17030211,-24.6388071,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0267,-68.71993925,-23.58307466,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0268,-69.08448333,-23.84548289,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0269,-68.86589874,-24.05844117,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0270,-69.07668126,-23.53306495,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0271,-69.09728048,-25.13144917,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0272,-69.08249006,-25.07086193,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0273,-69.09481427,-25.17877079,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0274,-70.466877,-28.78217998,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0275,-70.64838858,-28.67537159,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0276,-70.43613148,-28.77523157,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0277,-70.14903776,-29.47062328,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0278,-70.11513168,-29.33423333,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0279,-69.99454283,-29.40525464,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0280,-70.12343565,-29.29715779,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0281,-70.21176221,-29.27621018,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0282,-70.33476477,-29.2162406,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0283,-70.13081515,-29.34855677,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0284,-69.99646127,-29.43875381,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0285,-70.21358804,-29.41889911,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0286,-70.07984097,-29.33515388,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0287,-69.98483815,-29.4091451,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0288,-70.87724967,-28.54039115,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0289,-70.27890114,-28.8980027,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0290,-70.5576049,-28.69602592,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0291,-70.68290186,-28.6564819,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0292,-70.48556362,-29.04562468,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0293,-70.24667586,-29.24450234,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0294,-68.82433755,-20.0341936,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0295,-68.72213586,-20.05009152,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0296,-68.8912654,-19.20425592,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0297,-68.9037561,-19.83176995,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0298,-68.90674659,-19.84732066,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0299,-68.72212328,-19.47580541,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0300,-68.59347839,-19.86091051,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0301,-68.84333774,-20.1680298,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0302,-68.59754847,-19.36540547,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0303,-68.78784746,-20.03113296,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0304,-68.84082658,-20.22871221,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0305,-68.56941599,-19.36958869,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0306,-68.58611404,-19.84633948,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0307,-68.89847507,-19.81083368,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0308,-68.76379484,-19.76967624,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0309,-68.84505478,-20.05204592,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0310,-70.56662728,-31.54706698,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0311,-70.58137053,-32.05286305,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0312,-70.54902444,-30.56566041,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0313,-70.44270912,-31.87071584,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0314,-70.52429439,-31.98480988,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0315,-70.32315652,-31.90170879,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0316,-70.41771861,-31.10410718,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0317,-70.7813819,-30.87652413,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0318,-70.73623178,-30.98831182,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0319,-70.6774026,-31.58109383,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0320,-70.4805288,-32.13035868,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0321,-70.58105111,-31.30013131,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0322,-70.60429964,-31.89365392,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0323,-70.39414192,-32.20002804,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0324,-70.30872036,-31.92517282,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0325,-70.89379047,-30.7109222,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0326,-70.50787542,-31.9663436,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0327,-70.62441875,-31.58586482,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0328,-71.16328074,-31.88779999,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0329,-70.56708076,-32.15305961,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0330,-70.40224486,-31.15757771,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0331,-70.49515968,-32.07714853,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0332,-70.41874094,-31.92022882,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0333,-70.32628682,-30.88688064,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0334,-70.80309385,-30.81922305,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0335,-70.64738199,-31.39326295,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0336,-70.56083367,-31.66107796,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0337,-70.8559526,-31.84361075,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0338,-70.55305443,-31.27950754,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0339,-70.25608463,-31.95670367,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0340,-70.37191884,-30.80745797,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0341,-70.34878677,-32.10798181,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0342,-70.5901203,-31.33147417,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0343,-70.84364158,-31.69117415,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0344,-70.76861569,-31.97001282,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0345,-70.48587561,-31.90643776,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0346,-70.68848907,-30.56030848,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0347,-70.56208168,-30.91528602,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0348,-70.36778606,-31.05381238,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0349,-70.51209074,-31.76252697,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0350,-70.43518697,-32.20375727,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0351,-70.8771503,-31.55605053,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0352,-70.5451618,-31.80670166,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0353,-71.22369003,-31.71572036,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0354,-70.59264451,-31.76719681,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0355,-70.35608615,-32.08350988,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0356,-70.37505129,-32.20063979,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0357,-70.55372374,-30.83505992,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0358,-70.94827917,-31.74116429,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0359,-70.39179598,-31.04084499,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0360,-70.36840118,-32.07392991,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0361,-70.43907283,-30.93848355,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0362,-70.57469514,-31.68964686,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0363,-70.6655792,-31.01597294,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0364,-71.21368777,-31.71890457,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0365,-70.65000483,-30.7510096,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0366,-70.61080649,-30.93133747,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0367,-70.73675319,-31.88873272,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0368,-70.56604672,-31.52818682,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0369,-70.95717579,-31.56733651,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0370,-70.61109419,-30.99004027,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0371,-71.16390197,-31.82574696,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0372,-70.44092863,-32.21549659,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0373,-70.6298167,-30.65471214,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0374,-70.448516,-31.0617571,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0375,-70.3906842,-31.08933375,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0376,-70.30288202,-30.72771822,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0377,-70.77024654,-30.95725209,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0378,-70.32923051,-32.0024059,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0379,-70.33934053,-31.98994491,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0380,-70.33414515,-32.23968005,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0381,-70.90183265,-31.99525379,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0382,-70.42491935,-30.97521198,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0383,-71.64724467,-30.72850585,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0384,-70.40078461,-31.14332752,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0385,-70.64070543,-31.55246481,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0386,-70.67507564,-31.46962658,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
