lat,lon,fecha_inicio,label,region,causa,superficie_ha,mask_type,polygon_id,temporada,split
-38.212502438416166,-73.36277302426635,2021-01-14,1.0,Biobio,Incendios intencionales 2.1.6. Provocado por persona bajo la influencia del alcohol y/o drogas,1.0,synthetic_dnbr,,2020-2021,train
-37.68055537974272,-73.40217231762546,2020-12-09,1.0,Biobio,Incendios intencionales 2.1.6. Provocado por persona bajo la influencia del alcohol y/o drogas,0.2,synthetic_dnbr,,2020-2021,train
-37.6069451330132,-67.42056021254682,2022-12-28,1.0,Biobio,Incendios intencionales 2.1.6. Provocado por persona bajo la influencia del alcohol y/o drogas,0.27,synthetic_dnbr,,2022-2023,train
-37.11704996694639,-72.98781023420935,2022-02-04,1.0,Biobio,Incendios intencionales 2.1.6. Provocado por persona bajo la influencia del alcohol y/o drogas,0.3,synthetic_dnbr,,2021-2022,val
-36.922163682332375,-73.15128424452632,2022-02-17,1.0,Biobio,Incendios intencionales 2.1.6. Provocado por persona bajo la influencia del alcohol y/o drogas,0.3,synthetic_dnbr,,2021-2022,val
-36.81583401516088,-72.67444394217073,2021-12-30,1.0,Biobio,Incendios intencionales 2.1.6. Provocado por persona bajo la influencia del alcohol y/o drogas,0.15,synthetic_dnbr,,2021-2022,train
-37.5105582627707,-72.6874970809464,2022-02-25,1.0,Biobio,Incendios intencionales 2.1.6. Provocado por persona bajo la influencia del alcohol y/o drogas,0.15,synthetic_dnbr,,2021-2022,train
-37.54041734975743,-73.35225479252593,2020-11-12,1.0,Biobio,Incendios intencionales 2.1.7. Provocado para obtener beneficios economicos (compra de madera  presion por trabajo  etc.),2.0,synthetic_dnbr,,2020-2021,train
-37.64129741521425,-73.578994741743,2020-10-18,1.0,Biobio,Incendios intencionales 2.1.7. Provocado para obtener beneficios economicos (compra de madera  presion por trabajo  etc.),2.81,synthetic_dnbr,,2020-2021,train
-37.5133281798014,-73.34472704022542,2020-12-28,1.0,Biobio,Incendios intencionales 2.1.7. Provocado para obtener beneficios economicos (compra de madera  presion por trabajo  etc.),4.24,synthetic_dnbr,,2020-2021,train
-37.02050777953283,-72.96105722951454,2021-03-02,1.0,Biobio,Incendios intencionales 2.1.7. Provocado para obtener beneficios economicos (compra de madera  presion por trabajo  etc.),0.7,synthetic_dnbr,,2020-2021,train
-37.59061130328127,-73.38966827530007,2020-11-09,1.0,Biobio,Incendios intencionales 2.1.7. Provocado para obtener beneficios economicos (compra de madera  presion por trabajo  etc.),2.0,synthetic_dnbr,,2020-2021,train
-37.68622338917034,-73.52738784153023,2020-12-19,1.0,Biobio,Incendios intencionales 2.1.7. Provocado para obtener beneficios economicos (compra de madera  presion por trabajo  etc.),0.188,synthetic_dnbr,,2020-2021,train
-36.63555505626621,-72.93360610342987,2020-09-27,1.0,Biobio,Incendios intencionales 2.1.7. Provocado para obtener beneficios economicos (compra de madera  presion por trabajo  etc.),1.2,synthetic_dnbr,,2020-2021,train
-37.15779937404236,-72.89920390667466,2021-02-16,1.0,Biobio,Incendios intencionales 2.1.7. Provocado para obtener beneficios economicos (compra de madera  presion por trabajo  etc.),0.13,synthetic_dnbr,,2020-2021,train
-37.66111499768489,-73.62758163782729,2021-03-06,1.0,Biobio,Incendios intencionales 2.1.7. Provocado para obtener beneficios economicos (compra de madera  presion por trabajo  etc.),1.0,synthetic_dnbr,,2020-2021,val
-37.52083489824496,-73.33889216227519,2021-01-17,1.0,Biobio,Incendios intencionales 2.1.7. Provocado para obtener beneficios economicos (compra de madera  presion por trabajo  etc.),0.25,synthetic_dnbr,,2020-2021,train
-36.4627794314753,-72.82471825568581,2021-02-21,1.0,Biobio,Incendios intencionales 2.1.7. Provocado para obtener beneficios economicos (compra de madera  presion por trabajo  etc.),1.4693,synthetic_dnbr,,2020-2021,train
-37.07583684390826,-73.13971863179465,2020-10-07,1.0,Biobio,Incendios intencionales 2.1.7. Provocado para obtener beneficios economicos (compra de madera  presion por trabajo  etc.),0.65,synthetic_dnbr,,2020-2021,train
-37.295384570227455,-73.16186148316838,2020-10-07,1.0,Biobio,Incendios intencionales 2.1.7. Provocado para obtener beneficios economicos (compra de madera  presion por trabajo  etc.),0.5,synthetic_dnbr,,2020-2021,train
-37.66496654600111,-73.5241006217547,2020-12-04,1.0,Biobio,Incendios intencionales 2.1.7. Provocado para obtener beneficios economicos (compra de madera  presion por trabajo  etc.),1.8,synthetic_dnbr,,2020-2021,train
-37.3528917839345,-73.34730885187473,2021-11-21,1.0,Biobio,Incendios intencionales 2.1.7. Provocado para obtener beneficios económicos (compra de madera  presión por trabajo  etc.),0.108,synthetic_dnbr,,2021-2022,train
-37.59944702506623,-67.4463867411838,2023-02-07,1.0,Biobio,Incendios intencionales 2.1.7. Provocado para obtener beneficios económicos (compra de madera  presión por trabajo  etc.),9.79,synthetic_dnbr,,2022-2023,val
-37.26750443930715,-71.91472030083558,2022-01-08,1.0,Biobio,Incendios intencionales 2.1.7. Provocado para obtener beneficios económicos (compra de madera  presión por trabajo  etc.),47.69,synthetic_dnbr,,2021-2022,train
-37.67072592519662,-73.52052833334793,2021-12-10,1.0,Biobio,Incendios intencionales 2.1.7. Provocado para obtener beneficios económicos (compra de madera  presión por trabajo  etc.),0.51,synthetic_dnbr,,2021-2022,train
-36.73025481076058,-72.82133642589149,2022-02-17,1.0,Biobio,Incendios intencionales 2.1.7. Provocado para obtener beneficios económicos (compra de madera  presión por trabajo  etc.),10.2226,synthetic_dnbr,,2021-2022,train
-37.572082017020406,-73.40698434069942,2022-02-12,1.0,Biobio,Incendios intencionales 2.1.7. Provocado para obtener beneficios económicos (compra de madera  presión por trabajo  etc.),0.1,synthetic_dnbr,,2021-2022,train
-37.08658830755599,-67.12934197397055,2022-12-03,1.0,Biobio,Incendios intencionales 2.1.7. Provocado para obtener beneficios económicos (compra de madera  presión por trabajo  etc.),0.1,synthetic_dnbr,,2022-2023,train
-37.62805120967094,-67.64666117505101,2023-01-23,1.0,Biobio,Incendios intencionales 2.1.7. Provocado para obtener beneficios económicos (compra de madera  presión por trabajo  etc.),3.0,synthetic_dnbr,,2022-2023,train
-36.45627693938162,-66.87552239034747,2023-01-10,1.0,Biobio,Incendios intencionales 2.1.7. Provocado para obtener beneficios económicos (compra de madera  presión por trabajo  etc.),3.9,synthetic_dnbr,,2022-2023,val
-37.05694802584812,-67.09277942353721,2022-11-20,1.0,Biobio,Incendios intencionales 2.1.7. Provocado para obtener beneficios económicos (compra de madera  presión por trabajo  etc.),0.1,synthetic_dnbr,,2022-2023,val
-37.67972465542094,-67.5411127312414,2023-01-18,1.0,Biobio,Incendios intencionales 2.1.7. Provocado para obtener beneficios económicos (compra de madera  presión por trabajo  etc.),0.97,synthetic_dnbr,,2022-2023,val
-36.45944255548105,-66.88222019248965,2023-01-05,1.0,Biobio,Incendios intencionales 2.1.7. Provocado para obtener beneficios económicos (compra de madera  presión por trabajo  etc.),0.4,synthetic_dnbr,,2022-2023,train
-37.10704997145344,-67.13348623768324,2023-02-01,1.0,Biobio,Incendios intencionales 2.1.7. Provocado para obtener beneficios económicos (compra de madera  presión por trabajo  etc.),0.12,synthetic_dnbr,,2022-2023,train
-37.67111164262495,-73.59555883977535,2021-12-14,1.0,Biobio,Incendios intencionales 2.1.7. Provocado para obtener beneficios económicos (compra de madera  presión por trabajo  etc.),0.132,synthetic_dnbr,,2021-2022,val
-37.56722323388482,-67.39361406652061,2023-01-27,1.0,Biobio,Incendios intencionales 2.1.7. Provocado para obtener beneficios económicos (compra de madera  presión por trabajo  etc.),1.04,synthetic_dnbr,,2022-2023,train
-37.71278208317479,-67.52582989868205,2022-11-03,1.0,Biobio,Incendios intencionales 2.1.7. Provocado para obtener beneficios económicos (compra de madera  presión por trabajo  etc.),0.1,synthetic_dnbr,,2022-2023,train
-36.48222448812986,-66.86028169115505,2023-01-10,1.0,Biobio,Incendios intencionales 2.1.7. Provocado para obtener beneficios económicos (compra de madera  presión por trabajo  etc.),0.77,synthetic_dnbr,,2022-2023,train
-37.45750347850062,-67.3447262361589,2022-12-04,1.0,Biobio,Incendios intencionales 2.1.7. Provocado para obtener beneficios económicos (compra de madera  presión por trabajo  etc.),1.17,synthetic_dnbr,,2022-2023,train
-36.8437223324325,-72.91655546669406,2022-04-01,1.0,Biobio,Incendios intencionales 2.1.7. Provocado para obtener beneficios económicos (compra de madera  presión por trabajo  etc.),0.92,synthetic_dnbr,,2021-2022,train
-37.46083603427543,-73.35166269581318,2022-01-01,1.0,Biobio,Incendios intencionales 2.1.7. Provocado para obtener beneficios económicos (compra de madera  presión por trabajo  etc.),0.15,synthetic_dnbr,,2021-2022,train
-37.52736055418637,-73.34277606319645,2021-12-25,1.0,Biobio,Incendios intencionales 2.1.7. Provocado para obtener beneficios económicos (compra de madera  presión por trabajo  etc.),0.1,synthetic_dnbr,,2021-2022,train
-36.733137875929735,-66.91430807774098,2023-01-10,1.0,Biobio,Incendios intencionales 2.1.7. Provocado para obtener beneficios económicos (compra de madera  presión por trabajo  etc.),4.34,synthetic_dnbr,,2022-2023,train
-37.49994164933126,-73.31269233940611,2021-12-13,1.0,Biobio,Incendios intencionales 2.1.7. Provocado para obtener beneficios económicos (compra de madera  presión por trabajo  etc.),1.95,synthetic_dnbr,,2021-2022,train
-37.45969441956683,-67.32878146832752,2022-11-25,1.0,Biobio,Incendios intencionales 2.1.7. Provocado para obtener beneficios económicos (compra de madera  presión por trabajo  etc.),1.105,synthetic_dnbr,,2022-2023,train
-37.61396067927142,-73.58866970315961,2022-02-24,1.0,Biobio,Incendios intencionales 2.1.7. Provocado para obtener beneficios económicos (compra de madera  presión por trabajo  etc.),2.76,synthetic_dnbr,,2021-2022,train
-37.67778089285109,-67.60694276516261,2023-01-11,1.0,Biobio,Incendios intencionales 2.1.7. Provocado para obtener beneficios económicos (compra de madera  presión por trabajo  etc.),0.348,synthetic_dnbr,,2022-2023,val
-36.5459468949197,-66.92285788224295,2022-12-10,1.0,Biobio,Incendios intencionales 2.1.7. Provocado para obtener beneficios económicos (compra de madera  presión por trabajo  etc.),0.21,synthetic_dnbr,,2022-2023,val
-37.81720292225311,-66.22389850081815,2023-01-23,1.0,Biobio,Incendios intencionales 2.1.8. Vandalismo (excluidos terrorismo y atentado incendiario),27.51,synthetic_dnbr,,2022-2023,train
-37.23944442947865,-72.31610536807342,2022-02-14,1.0,Biobio,Incendios intencionales 2.1.8. Vandalismo (excluidos terrorismo y atentado incendiario),1.77,synthetic_dnbr,,2021-2022,train
-37.38000091773154,-72.62059448074474,2021-12-08,1.0,Biobio,Incendios intencionales 2.1.8. Vandalismo (excluidos terrorismo y atentado incendiario),59.43,synthetic_dnbr,,2021-2022,train
-37.26055779059561,-72.69805283273557,2022-03-27,1.0,Biobio,Incendios intencionales 2.1.8. Vandalismo (excluidos terrorismo y atentado incendiario),0.4,synthetic_dnbr,,2021-2022,train
-37.252499129036565,-72.73579535958608,2022-02-18,1.0,Biobio,Incendios intencionales 2.1.8. Vandalismo (excluidos terrorismo y atentado incendiario),1.25,synthetic_dnbr,,2021-2022,val
-37.78560405928483,-71.72280512198964,2021-03-30,1.0,Biobio,Incendios intencionales 2.1.8. Vandalismo (excluidos terrorismo y atentado incendiario),0.41,synthetic_dnbr,,2020-2021,train
-37.197496011421336,-72.78670553269616,2021-03-12,1.0,Biobio,Incendios intencionales 2.1.8. Vandalismo (excluidos terrorismo y atentado incendiario),14.5,synthetic_dnbr,,2020-2021,train
-37.39610329586669,-72.60890294357301,2020-12-13,1.0,Biobio,Incendios intencionales 2.1.8. Vandalismo (excluidos terrorismo y atentado incendiario),0.17,synthetic_dnbr,,2020-2021,train
-37.77719722691566,-72.44029921208288,2022-02-11,1.0,Biobio,Incendios intencionales 2.1.8. Vandalismo (excluidos terrorismo y atentado incendiario),0.87,synthetic_dnbr,,2021-2022,train
-37.24942103731686,-73.64203072042817,2022-01-25,1.0,Biobio,Incendios intencionales 2.1.8. Vandalismo (excluidos terrorismo y atentado incendiario),6.1038,synthetic_dnbr,,2021-2022,train
-37.62970113405017,-72.27920339461967,2022-01-21,1.0,Biobio,Incendios intencionales 2.1.8. Vandalismo (excluidos terrorismo y atentado incendiario),0.14,synthetic_dnbr,,2021-2022,val
-36.73944011503421,-72.8691635333645,2020-11-08,1.0,Biobio,Incendios intencionales 2.1.8. Vandalismo (excluidos terrorismo y atentado incendiario),0.13,synthetic_dnbr,,2020-2021,train
-36.67524743974557,-72.86907845394484,2021-12-27,1.0,Biobio,Incendios intencionales 2.1.8. Vandalismo (excluidos terrorismo y atentado incendiario),7.5,synthetic_dnbr,,2021-2022,train
-37.72018263081932,-67.37968497686963,2023-01-17,1.0,Biobio,Incendios intencionales 2.1.8. Vandalismo (excluidos terrorismo y atentado incendiario),0.62,synthetic_dnbr,,2022-2023,train
-37.5063629574795,-66.65254803442997,2023-03-25,1.0,Biobio,Incendios intencionales 2.1.8. Vandalismo (excluidos terrorismo y atentado incendiario),0.65,synthetic_dnbr,,2022-2023,train
-36.64110868897873,-66.92694833648059,2022-11-25,1.0,Biobio,Incendios intencionales 2.1.8. Vandalismo (excluidos terrorismo y atentado incendiario),0.89,synthetic_dnbr,,2022-2023,val
-37.18055540887513,-72.73582807231944,2021-12-20,1.0,Biobio,Incendios intencionales 2.1.8. Vandalismo (excluidos terrorismo y atentado incendiario),0.43,synthetic_dnbr,,2021-2022,val
-37.13545789931504,-66.54096355783798,2023-04-04,1.0,Biobio,Incendios intencionales 2.1.8. Vandalismo (excluidos terrorismo y atentado incendiario),0.1,synthetic_dnbr,,2022-2023,train
-37.67471846168293,-73.52916873949304,2020-10-04,1.0,Biobio,Incendios intencionales 2.1.8. Vandalismo (excluidos terrorismo y atentado incendiario),0.5,synthetic_dnbr,,2020-2021,train
-38.24668401433557,-73.22223061422372,2020-12-01,1.0,Biobio,Incendios intencionales 2.1.8. Vandalismo (excluidos terrorismo y atentado incendiario),1.05,synthetic_dnbr,,2020-2021,val
-36.93753379121088,-67.00446577702606,2022-11-18,1.0,Biobio,Incendios intencionales 2.1.8. Vandalismo (excluidos terrorismo y atentado incendiario),0.62,synthetic_dnbr,,2022-2023,train
-37.75809611594391,-66.27999738524878,2023-02-28,1.0,Biobio,Incendios intencionales 2.1.8. Vandalismo (excluidos terrorismo y atentado incendiario),0.85,synthetic_dnbr,,2022-2023,train
-36.664167601444944,-72.89527250642669,2021-01-21,1.0,Biobio,Incendios intencionales 2.1.8. Vandalismo (excluidos terrorismo y atentado incendiario),0.8,synthetic_dnbr,,2020-2021,val
-37.52142080324411,-73.33314222243679,2020-11-08,1.0,Biobio,Incendios intencionales 2.1.8. Vandalismo (excluidos terrorismo y atentado incendiario),0.7,synthetic_dnbr,,2020-2021,train
-37.5955020071257,-67.64711505950036,2022-12-29,1.0,Biobio,Incendios intencionales 2.1.8. Vandalismo (excluidos terrorismo y atentado incendiario),1.3,synthetic_dnbr,,2022-2023,train
-36.82861283234098,-72.65832769381808,2021-02-27,1.0,Biobio,Incendios intencionales 2.1.8. Vandalismo (excluidos terrorismo y atentado incendiario),2.3,synthetic_dnbr,,2020-2021,train
-38.19419813823006,-73.15719935896088,2020-10-09,1.0,Biobio,Incendios intencionales 2.1.8. Vandalismo (excluidos terrorismo y atentado incendiario),5.91,synthetic_dnbr,,2020-2021,train
-37.26527815846608,-73.37277240071626,2021-02-07,1.0,Biobio,Incendios intencionales 2.1.8. Vandalismo (excluidos terrorismo y atentado incendiario),0.3,synthetic_dnbr,,2020-2021,train
-37.19529755190198,-72.31690405244525,2022-02-18,1.0,Biobio,Incendios intencionales 2.1.8. Vandalismo (excluidos terrorismo y atentado incendiario),0.13,synthetic_dnbr,,2021-2022,train
-37.80750377497654,-72.03030154518852,2021-12-19,1.0,Biobio,Incendios intencionales 2.1.8. Vandalismo (excluidos terrorismo y atentado incendiario),1.29,synthetic_dnbr,,2021-2022,train
-37.73472580736208,-67.49360870292332,2023-02-03,1.0,Biobio,Incendios intencionales 2.1.8. Vandalismo (excluidos terrorismo y atentado incendiario),40.0,synthetic_dnbr,,2022-2023,train
-36.84974590096249,-73.12564232215172,2022-02-18,1.0,Biobio,Incendios intencionales 2.1.8. Vandalismo (excluidos terrorismo y atentado incendiario),3.0,synthetic_dnbr,,2021-2022,train
-37.78250074490567,-72.23719817361442,2021-12-06,1.0,Biobio,Incendios intencionales 2.1.8. Vandalismo (excluidos terrorismo y atentado incendiario),1.03,synthetic_dnbr,,2021-2022,train
-37.6047224045894,-66.27722597859298,2022-12-24,1.0,Biobio,Incendios intencionales 2.1.8. Vandalismo (excluidos terrorismo y atentado incendiario),0.3,synthetic_dnbr,,2022-2023,train
-37.91190299652529,-73.3694023150217,2021-01-12,1.0,Biobio,Incendios intencionales 2.1.8. Vandalismo (excluidos terrorismo y atentado incendiario),40.64,synthetic_dnbr,,2020-2021,train
-37.64779653348752,-72.27420254945773,2022-02-19,1.0,Biobio,Incendios intencionales 2.1.8. Vandalismo (excluidos terrorismo y atentado incendiario),0.4,synthetic_dnbr,,2021-2022,train
-38.17279919700915,-73.16720179509669,2020-09-22,1.0,Biobio,Incendios intencionales 2.1.8. Vandalismo (excluidos terrorismo y atentado incendiario),1.43,synthetic_dnbr,,2020-2021,val
-38.03749612343578,-73.26500488202585,2020-12-09,1.0,Biobio,Incendios intencionales 2.1.8. Vandalismo (excluidos terrorismo y atentado incendiario),1.27,synthetic_dnbr,,2020-2021,train
-36.83138846355683,-67.14361567918789,2023-03-19,1.0,Biobio,Incendios intencionales 2.1.8. Vandalismo (excluidos terrorismo y atentado incendiario),0.3,synthetic_dnbr,,2022-2023,val
-37.59029872560281,-72.71830302451002,2021-12-04,1.0,Biobio,Incendios intencionales 2.1.8. Vandalismo (excluidos terrorismo y atentado incendiario),209.26,synthetic_dnbr,,2021-2022,train
-37.07970000085559,-72.66939690275385,2022-04-07,1.0,Biobio,Incendios intencionales 2.1.8. Vandalismo (excluidos terrorismo y atentado incendiario),0.61,synthetic_dnbr,,2021-2022,train
-37.5775027720836,-67.61444163534523,2023-02-04,1.0,Biobio,Incendios intencionales 2.1.8. Vandalismo (excluidos terrorismo y atentado incendiario),2.7,synthetic_dnbr,,2022-2023,val
-36.79499689729756,-72.62611410735431,2022-03-09,1.0,Biobio,Incendios intencionales 2.1.8. Vandalismo (excluidos terrorismo y atentado incendiario),0.12,synthetic_dnbr,,2021-2022,train
-37.70999585503428,-66.21439754194368,2023-06-20,1.0,Biobio,Incendios intencionales 2.1.8. Vandalismo (excluidos terrorismo y atentado incendiario),1.83,synthetic_dnbr,,2022-2023,train
-36.551863248547775,-72.92927957266572,2020-12-22,1.0,Biobio,Incendios intencionales 2.1.8. Vandalismo (excluidos terrorismo y atentado incendiario),1.65,synthetic_dnbr,,2020-2021,train
-37.37859643085483,-72.6572045819093,2020-12-22,1.0,Biobio,Incendios intencionales 2.1.8. Vandalismo (excluidos terrorismo y atentado incendiario),1.17,synthetic_dnbr,,2020-2021,val
-36.73833766914195,-66.9600033424102,2022-12-04,1.0,Biobio,Incendios intencionales 2.1.8. Vandalismo (excluidos terrorismo y atentado incendiario),0.12,synthetic_dnbr,,2022-2023,train
-37.50833768157669,-67.34555002424028,2022-12-18,1.0,Biobio,Incendios intencionales 2.1.8. Vandalismo (excluidos terrorismo y atentado incendiario),0.344,synthetic_dnbr,,2022-2023,train
-37.18080062114481,-66.8366959404335,2023-04-08,1.0,Biobio,Incendios intencionales 2.1.8. Vandalismo (excluidos terrorismo y atentado incendiario),0.15,synthetic_dnbr,,2022-2023,train
-37.80500077291144,-73.53833328202028,2022-01-12,1.0,Biobio,Incendios intencionales 2.1.8. Vandalismo (excluidos terrorismo y atentado incendiario),0.168,synthetic_dnbr,,2021-2022,train
-37.075802530759226,-66.8207985492953,2023-02-02,1.0,Biobio,Incendios intencionales 2.1.8. Vandalismo (excluidos terrorismo y atentado incendiario),0.46,synthetic_dnbr,,2022-2023,train
-37.785001000591926,-72.4130984249346,2021-02-19,1.0,Biobio,Incendios intencionales 2.1.8. Vandalismo (excluidos terrorismo y atentado incendiario),0.36,synthetic_dnbr,,2020-2021,val
-37.46774277540356,-66.40388593748087,2023-01-12,1.0,Biobio,Incendios intencionales 2.1.8. Vandalismo (excluidos terrorismo y atentado incendiario),0.35,synthetic_dnbr,,2022-2023,train
-36.60694558189061,-72.90361495914118,2022-04-02,1.0,Biobio,Incendios intencionales 2.1.8. Vandalismo (excluidos terrorismo y atentado incendiario),0.5,synthetic_dnbr,,2021-2022,train
-37.02364173043378,-66.92041791749539,2023-02-20,1.0,Biobio,Incendios intencionales 2.1.8. Vandalismo (excluidos terrorismo y atentado incendiario),2.9,synthetic_dnbr,,2022-2023,train
-37.6336027613553,-66.47189754599583,2022-09-26,1.0,Biobio,Incendios intencionales 2.1.8. Vandalismo (excluidos terrorismo y atentado incendiario),0.15,synthetic_dnbr,,2022-2023,train
-37.88859747860922,-72.2118951017775,2021-09-24,1.0,Biobio,Incendios intencionales 2.1.8. Vandalismo (excluidos terrorismo y atentado incendiario),4.0,synthetic_dnbr,,2021-2022,train
-36.630697210845554,-72.90422399994058,2022-01-24,1.0,Biobio,Incendios intencionales 2.1.8. Vandalismo (excluidos terrorismo y atentado incendiario),0.25,synthetic_dnbr,,2021-2022,train
-37.72527695970752,-73.56333282288101,2021-03-27,1.0,Biobio,Incendios intencionales 2.1.8. Vandalismo (excluidos terrorismo y atentado incendiario),0.24,synthetic_dnbr,,2020-2021,train
-37.27779767042856,-66.16999633170133,2023-03-27,1.0,Biobio,Incendios intencionales 2.1.8. Vandalismo (excluidos terrorismo y atentado incendiario),0.36,synthetic_dnbr,,2022-2023,train
-37.54194552704165,-73.609723536956,2022-01-15,1.0,Biobio,Incendios intencionales 2.1.8. Vandalismo (excluidos terrorismo y atentado incendiario),1.128,synthetic_dnbr,,2021-2022,train
-37.518696928809184,-73.32408289730523,2021-12-05,1.0,Biobio,Incendios intencionales 2.1.8. Vandalismo (excluidos terrorismo y atentado incendiario),0.76,synthetic_dnbr,,2021-2022,train
-37.60805802872797,-73.44805419433304,2021-02-13,1.0,Biobio,Incendios intencionales 2.1.8. Vandalismo (excluidos terrorismo y atentado incendiario),1.8,synthetic_dnbr,,2020-2021,train
-37.01780713520687,-73.14869920488195,2022-02-23,1.0,Biobio,Incendios intencionales 2.1.8. Vandalismo (excluidos terrorismo y atentado incendiario),1.1,synthetic_dnbr,,2021-2022,train
-37.46651154012376,-66.39421721763232,2023-03-12,1.0,Biobio,Incendios intencionales 2.1.8. Vandalismo (excluidos terrorismo y atentado incendiario),0.4,synthetic_dnbr,,2022-2023,val
-36.833252765324175,-73.1285790333818,2021-01-26,1.0,Biobio,Incendios intencionales 2.1.8. Vandalismo (excluidos terrorismo y atentado incendiario),0.5,synthetic_dnbr,,2020-2021,train
-36.817221768106265,-66.77567022778166,2023-01-03,1.0,Biobio,Incendios intencionales 2.1.8. Vandalismo (excluidos terrorismo y atentado incendiario),0.16,synthetic_dnbr,,2022-2023,train
-37.05860333983233,-66.20390190108625,2023-04-02,1.0,Biobio,Incendios intencionales 2.1.8. Vandalismo (excluidos terrorismo y atentado incendiario),7.64,synthetic_dnbr,,2022-2023,train
-37.622568439650166,-67.4583696416606,2023-03-20,1.0,Biobio,Incendios intencionales 2.1.8. Vandalismo (excluidos terrorismo y atentado incendiario),0.2,synthetic_dnbr,,2022-2023,train
-37.76972157016811,-67.33111359288485,2023-02-18,1.0,Biobio,Incendios intencionales 2.1.8. Vandalismo (excluidos terrorismo y atentado incendiario),91.1193,synthetic_dnbr,,2022-2023,val
-37.36750180638818,-72.29111195537324,2021-01-23,1.0,Biobio,Incendios intencionales 2.1.8. Vandalismo (excluidos terrorismo y atentado incendiario),0.47,synthetic_dnbr,,2020-2021,train
-37.98139169056865,-73.30917160735575,2020-11-03,1.0,Biobio,Incendios intencionales 2.1.9. Terrorismo o subversion (excluido atentado incendiario),7.4,synthetic_dnbr,,2020-2021,train
-37.67555723361748,-73.48999823067892,2021-12-09,1.0,Biobio,Incendios intencionales 2.1.9. Terrorismo o subversión (excluido atentado incendiario),8.8173,synthetic_dnbr,,2021-2022,train
-37.615809302440425,-73.42091652706372,2021-03-01,1.0,Biobio,Transito de personas  vehiculos o aeronaves 2.1.11. Otros intencionales no clasificados,0.3,synthetic_dnbr,,2020-2021,val
-37.41055556,-72.95694444,2023-10-10,1.0,Biobio,2.1 - Incendios Intencionales | 2.1.2. Conflicto entre personas (venganza  familiares  pasionales  otros),1.1,synthetic_dnbr,,2023-2024,train
-37.68861111,-73.44111111,2023-10-13,1.0,Biobio,2.1 - Incendios Intencionales | 2.1.1. No se identifica la motivación,5.6,synthetic_dnbr,,2023-2024,val
-37.68833333,-71.27166667,2023-10-26,1.0,Biobio,2.1 - Incendios Intencionales,2.0,synthetic_dnbr,,2023-2024,val
-37.62222222,-73.675,2023-11-13,1.0,Biobio,2.1 - Incendios Intencionales | 2.1.1. No se identifica la motivación,0.2,synthetic_dnbr,,2023-2024,train
-37.58805556,-73.6425,2023-11-25,1.0,Biobio,2.1 - Incendios Intencionales | 2.1.5. Obtención beneficios económicos (compra de madera  presión por trabajo  robo  maderero  otros),0.1,synthetic_dnbr,,2023-2024,train
-36.62416667,-72.94972222,2023-11-26,1.0,Biobio,2.1 - Incendios Intencionales | 2.1.1. No se identifica la motivación,0.14,synthetic_dnbr,,2023-2024,train
-37.45972222,-73.58111111,2023-11-28,1.0,Biobio,2.1 - Incendios Intencionales | 2.1.1. No se identifica la motivación,2.0,synthetic_dnbr,,2023-2024,train
-36.90583333,-73.13694444,2023-03-12,1.0,Biobio,2.1 - Incendios Intencionales | 2.1.5. Obtención beneficios económicos (compra de madera  presión por trabajo  robo  maderero  otros),0.2,synthetic_dnbr,,2022-2023,train
-37.61611111,-73.66694444,2023-04-12,1.0,Biobio,2.1 - Incendios Intencionales | 2.1.3. Ataque incendiario (ataques dirigidos a bienes muebles o inmuebles),2.5,synthetic_dnbr,,2022-2023,train
-38.14944444,-73.34916667,2023-05-12,1.0,Biobio,2.1 - Incendios Intencionales,0.1,synthetic_dnbr,,2022-2023,train
-37.47083333,-73.33888889,2023-06-12,1.0,Biobio,2.1 - Incendios Intencionales,0.68,synthetic_dnbr,,2022-2023,train
-36.90222222,-73.14194444,2023-06-12,1.0,Biobio,2.1 - Incendios Intencionales | 2.1.5. Obtención beneficios económicos (compra de madera  presión por trabajo  robo  maderero  otros),0.8,synthetic_dnbr,,2022-2023,train
-36.98555556,-72.63583333,2023-07-12,1.0,Biobio,2.1 - Incendios Intencionales | 2.1.3. Ataque incendiario (ataques dirigidos a bienes muebles o inmuebles),0.7,synthetic_dnbr,,2023-2024,val
-38.18,-73.34722222,2023-08-12,1.0,Biobio,2.1 - Incendios Intencionales | 2.1.2. Conflicto entre personas (venganza  familiares  pasionales  otros),0.5,synthetic_dnbr,,2023-2024,train
-38.13055556,-73.33277778,2023-09-12,1.0,Biobio,2.1 - Incendios Intencionales,10.0,synthetic_dnbr,,2023-2024,train
-37.48527778,-72.365,2023-11-12,1.0,Biobio,2.1 - Incendios Intencionales | 2.1.2. Conflicto entre personas (venganza  familiares  pasionales  otros),0.2,synthetic_dnbr,,2023-2024,val
-37.78916667,-73.47638889,2023-12-13,1.0,Biobio,2.1 - Incendios Intencionales,0.8,synthetic_dnbr,,2023-2024,train
-38.03805556,-73.24305556,2023-12-13,1.0,Biobio,2.1 - Incendios Intencionales | 2.1.3. Ataque incendiario (ataques dirigidos a bienes muebles o inmuebles),0.19,synthetic_dnbr,,2023-2024,train
-36.87083333,-73.12638889,2023-12-14,1.0,Biobio,2.1 - Incendios Intencionales | 2.1.3. Ataque incendiario (ataques dirigidos a bienes muebles o inmuebles),0.45,synthetic_dnbr,,2023-2024,train
