lat,lon,fecha_inicio,causa,label,superficie_ha,region,comuna
-37.51222222,-71.87333333,2023-12-31,4.9 - Líneas eléctricas | 4.9.4. Sobrecalentamiento de estructuras asociados al sistema eléctrico (poste  transformador  uniones  aisladores  otros),0,0.1,Biobío,Quilleco
-37.61583333,-73.66,2023-12-31,4.10 - Otras causas | 4.10.6. Fuegos artificiales  bengalas  otros artefactos pirotécnicos o globos aerostáticos,0,1.5,Biobío,Lebu
-36.65555556,-72.89444444,2023-12-31,4.1 - Faenas forestales | 4.1.1. Quema no avisada de desechos forestales que se propaga libre y sin control,0,0.46,Biobío,Tomé
-37.59,-73.64694444,2024-01-01,2.1 - Incendios Intencionales,1,0.5,Biobío,Lebu
-36.75194444,-73.00222222,2024-01-01,4.3 - Actividades al aire libre (camping  excursiones  caza  pesca  otros) | 4.3.1. Empleo de fuentes de calor en áreas no habilitadas  como fogatas para cocinar  cocinillas  calefacción  elementos para iluminar u otros.,0,0.01,Biobío,Penco
-37.73722222,-72.25305556,2024-01-01,2.1 - Incendios Intencionales | 2.1.5. Obtención beneficios económicos (compra de madera  presión por trabajo  robo  maderero  otros),1,0.9,Biobío,Mulchén
-37.50194444,-72.68833333,2024-01-01,2.1 - Incendios Intencionales | 2.1.3. Ataque incendiario (ataques dirigidos a bienes muebles o inmuebles),1,0.35,Biobío,Nacimiento
-37.06972222,-72.78611111,2024-01-01,4.9 - Líneas eléctricas,0,0.17,Biobío,Hualqui
-37.48916667,-72.68916667,2024-01-01,4.10 - Otras causas,0,0.02,Biobío,Nacimiento
-37.52833333,-72.36777778,2024-01-01,1.9 - Líneas eléctricas,0,0.11,Biobío,Los Angeles
-36.69277778,-72.96666667,2024-01-01,4.11 - Producción y/o extracción de productos y/o derivados del bosque | 4.11.1. Elaboración de carbón,0,0.05,Biobío,Tomé
-37.35555556,-72.28694444,2024-01-01,2.1 - Incendios Intencionales | 2.1.3. Ataque incendiario (ataques dirigidos a bienes muebles o inmuebles),1,0.05,Biobío,Los Angeles
-37.54194444,-72.3025,2024-01-01,2.1 - Incendios Intencionales | 2.1.3. Ataque incendiario (ataques dirigidos a bienes muebles o inmuebles),1,1.5,Biobío,Los Angeles
-37.04222222,-72.36694444,2024-01-02,4.5 - Actividades de control y extinción de incendios forestales | 4.5.1. Rebrote de incendio anterior  declarado extinto,0,0.02,Biobío,Cabrero
-36.98305556,-72.65555556,2024-01-02,2.1 - Incendios Intencionales | 2.1.4. Conflicto territorial o patrimonial (deslindes  propiedades  apropiaciones de terreno  otros),1,0.29,Biobío,Yumbel
-37.215,-73.25305556,2024-01-02,1.10 - Otras causas | 1.10.1. Otras causas accidentales no clasificadas,0,0.005,Biobío,Arauco
-37.54361111,-72.28638889,2024-01-02,4.10 - Otras causas | 4.10.12. Otras actividades negligentes no clasificadas,0,0.01,Biobío,Los Angeles
-37.46916667,-72.40388889,2024-01-02,4.5 - Actividades de control y extinción de incendios forestales | 4.5.1. Rebrote de incendio anterior  declarado extinto,0,0.3,Biobío,Los Angeles
-37.50111111,-72.6875,2024-01-02,2.1 - Incendios Intencionales | 2.1.3. Ataque incendiario (ataques dirigidos a bienes muebles o inmuebles),1,0.31,Biobío,Nacimiento
-36.64722222,-72.95888889,2024-01-02,2.1 - Incendios Intencionales | 2.1.3. Ataque incendiario (ataques dirigidos a bienes muebles o inmuebles),1,0.05,Biobío,Tomé
-37.02027778,-73.54416667,2024-01-02,4.5 - Actividades de control y extinción de incendios forestales | 4.5.1. Rebrote de incendio anterior  declarado extinto,0,5.85,Biobío,Coronel
-37.67861111,-72.16805556,2024-01-02,4.9 - Líneas eléctricas | 4.9.2. Corte de conductor eléctrico por caída de rama o árbol (excepto por faena forestal o agrícola),0,0.94,Biobío,Mulchén
-37.50222222,-72.69388889,2024-01-02,2.1 - Incendios Intencionales | 2.1.3. Ataque incendiario (ataques dirigidos a bienes muebles o inmuebles),1,0.8,Biobío,Nacimiento
-37.03361111,-72.7675,2024-01-02,4.10 - Otras causas | 4.10.12. Otras actividades negligentes no clasificadas,0,6.98,Biobío,Hualqui
-38.17388889,-73.43333333,2024-01-03,5.1 - Incendios de causa indeterminada,0,9.9,Biobío,Tirúa
-37.37444444,-72.63555556,2024-01-03,2.1 - Incendios Intencionales | 2.1.3. Ataque incendiario (ataques dirigidos a bienes muebles o inmuebles),1,0.24,Biobío,Los Angeles
-36.85111111,-73.1275,2024-01-03,4.8 - Otras quemas | 4.8.2. Quema de basura residencial o desechos vegetales,0,0.25,Biobío,San Pedro de la Paz
-37.50916667,-72.20305556,2024-01-03,4.10 - Otras causas | 4.10.5. Empleo de fuentes de calor por menores de edad,0,0.01,Biobío,Los Angeles
-37.71416667,-72.23027778,2024-01-03,2.1 - Incendios Intencionales,1,0.01,Biobío,Mulchén
-37.29277778,-72.32888889,2024-01-04,1.2 - Faenas agrícolas y pecuarias | 1.2.2. Partículas incandescentes  generadas por roce de maquinaria o herramienta agrícola con rocas  cercos o material metálico,0,0.2,Biobío,Los Angeles
-36.67,-72.96111111,2024-01-04,2.1 - Incendios Intencionales | 2.1.3. Ataque incendiario (ataques dirigidos a bienes muebles o inmuebles),1,0.03,Biobío,Tomé
-37.59361111,-72.4825,2024-01-04,2.1 - Incendios Intencionales | 2.1.3. Ataque incendiario (ataques dirigidos a bienes muebles o inmuebles),1,0.2,Biobío,Negrete
-37.69805556,-73.52583333,2024-01-04,2.1 - Incendios Intencionales | 2.1.3. Ataque incendiario (ataques dirigidos a bienes muebles o inmuebles),1,0.52,Biobío,Lebu
-37.59027778,-73.64472222,2024-01-05,2.1 - Incendios Intencionales | 2.1.3. Ataque incendiario (ataques dirigidos a bienes muebles o inmuebles),1,0.09,Biobío,Lebu
-37.47222222,-72.36611111,2024-01-05,2.1 - Incendios Intencionales,1,0.12,Biobío,Los Angeles
-36.82611111,-72.67166667,2024-01-06,5.1 - Incendios de causa indeterminada,0,0.01,Biobío,Florida
-37.50027778,-72.495,2024-01-06,4.2 - Faenas agrícolas y pecuarias,0,0.4,Biobío,Los Angeles
-37.46916667,-72.38611111,2024-01-06,2.1 - Incendios Intencionales,1,1.6,Biobío,Los Angeles
-37.25833333,-72.21194444,2024-01-06,4.6 - Parcelaciones  edificaciones residenciales  industriales u otras en zonas rurales o de interfaz,0,2.71,Biobío,Los Angeles
-37.28833333,-72.63361111,2024-01-07,1.6 - Parcelaciones  edificaciones residenciales  industriales u otras en zonas rurales o de interfaz,0,0.04,Biobío,Laja
-37.47333333,-72.38777778,2024-01-07,2.1 - Incendios Intencionales,1,0.02,Biobío,Los Angeles
-37.82388889,-72.22194444,2024-01-07,2.1 - Incendios Intencionales | 2.1.3. Ataque incendiario (ataques dirigidos a bienes muebles o inmuebles),1,0.02,Biobío,Mulchén
-37.06611111,-72.57722222,2024-01-07,4.8 - Otras quemas | 4.8.2. Quema de basura residencial o desechos vegetales,0,0.35,Biobío,Yumbel
-37.1725,-72.95555556,2024-01-07,4.3 - Actividades al aire libre (camping  excursiones  caza  pesca  otros) | 4.3.1. Empleo de fuentes de calor en áreas no habilitadas  como fogatas para cocinar  cocinillas  calefacción  elementos para iluminar u otros.,0,0.05,Biobío,Santa Juana
-36.98666667,-73.15166667,2024-01-07,4.10 - Otras causas | 4.10.11. Empleo de fuentes de calor por personas en situación de calle,0,0.2,Biobío,Coronel
-37.22916667,-71.96444444,2024-01-08,2.1 - Incendios Intencionales | 2.1.1. No se identifica la motivación,1,0.26,Biobío,Tucapel
-36.67666667,-72.9475,2024-01-08,2.1 - Incendios Intencionales | 2.1.3. Ataque incendiario (ataques dirigidos a bienes muebles o inmuebles),1,0.2,Biobío,Tomé
-37.50166667,-72.6875,2024-01-08,2.1 - Incendios Intencionales | 2.1.3. Ataque incendiario (ataques dirigidos a bienes muebles o inmuebles),1,0.01,Biobío,Nacimiento
-37.50805556,-72.34,2024-01-08,2.1 - Incendios Intencionales | 2.1.9. Cambio irregular de uso de suelo (habitacional  parcelaciones  agrícola  recreacional  otros),1,0.55,Biobío,Los Angeles
-38.25805556,-73.4425,2024-01-08,5.1 - Incendios de causa indeterminada,0,0.4,Biobío,Tirúa
-37.99388889,-73.39861111,2024-01-08,4.1 - Faenas forestales | 4.1.1. Quema no avisada de desechos forestales que se propaga libre y sin control,0,0.29,Biobío,Cañete
-37.31555556,-72.68083333,2024-01-08,2.1 - Incendios Intencionales | 2.1.6. Para observar operaciones de combate de incendios forestales,1,0.1,Biobío,Laja
-37.32277778,-72.17722222,2024-01-09,4.3 - Actividades al aire libre (camping  excursiones  caza  pesca  otros) | 4.3.1. Empleo de fuentes de calor en áreas no habilitadas  como fogatas para cocinar  cocinillas  calefacción  elementos para iluminar u otros.,0,7.13,Biobío,Los Angeles
-38.23111111,-73.465,2024-01-09,1.10 - Otras causas,0,11.48,Biobío,Tirúa
-37.51111111,-71.87333333,2024-01-09,4.1 - Faenas forestales | 4.1.3. Contacto o corte de conductor eléctrico producto de faena forestal,0,0.01,Biobío,Quilleco
-36.7375,-73.1125,2024-01-09,4.10 - Otras causas | 4.10.10. Empleo de fuentes de calor para eliminar recubrimiento de  conductores eléctricos,0,0.9,Biobío,Talcahuano
-37.28138889,-72.71694444,2024-01-09,2.1 - Incendios Intencionales,1,0.04,Biobío,Laja
-38.16944444,-73.43,2024-01-09,2.1 - Incendios Intencionales,1,12.4,Biobío,Tirúa
-37.72611111,-73.42638889,2024-01-09,4.9 - Líneas eléctricas | 4.9.2. Corte de conductor eléctrico por caída de rama o árbol (excepto por faena forestal o agrícola),0,0.1,Biobío,Cañete
-37.00361111,-73.16527778,2024-01-09,5.1 - Incendios de causa indeterminada,0,0.5,Biobío,Coronel
-36.8675,-72.82944444,2024-01-09,2.1 - Incendios Intencionales | 2.1.3. Ataque incendiario (ataques dirigidos a bienes muebles o inmuebles),1,0.01,Biobío,Florida
-36.89972222,-73.1525,2024-01-09,4.3 - Actividades al aire libre (camping  excursiones  caza  pesca  otros) | 4.3.1. Empleo de fuentes de calor en áreas no habilitadas  como fogatas para cocinar  cocinillas  calefacción  elementos para iluminar u otros.,0,0.01,Biobío,San Pedro de la Paz
-37.08194444,-72.25694444,2024-01-10,4.10 - Otras causas | 4.10.12. Otras actividades negligentes no clasificadas,0,0.04,Biobío,Cabrero
-38.0025,-73.30805556,2024-01-10,2.1 - Incendios Intencionales | 2.1.4. Conflicto territorial o patrimonial (deslindes  propiedades  apropiaciones de terreno  otros),1,33.5,Biobío,Contulmo
-37.25861111,-72.72388889,2024-01-10,3.1 - Incendios Naturales,0,0.7,Biobío,San Rosendo
-37.78138889,-73.52138889,2024-01-10,1.10 - Otras causas,0,0.57,Biobío,Los Alamos
-37.60666667,-73.66138889,2024-01-10,4.3 - Actividades al aire libre (camping  excursiones  caza  pesca  otros) | 4.3.1. Empleo de fuentes de calor en áreas no habilitadas  como fogatas para cocinar  cocinillas  calefacción  elementos para iluminar u otros.,0,0.01,Biobío,Lebu
-37.35694444,-72.64861111,2024-01-10,4.10 - Otras causas | 4.10.4. Acciones asociadas a fumar,0,0.1,Biobío,Laja
-37.01583333,-73.14444444,2024-01-10,2.1 - Incendios Intencionales | 2.1.4. Conflicto territorial o patrimonial (deslindes  propiedades  apropiaciones de terreno  otros),1,2.3,Biobío,Coronel
-38.22527778,-73.45777778,2024-01-10,1.9 - Líneas eléctricas,0,1.5,Biobío,Tirúa
-37.78361111,-73.49138889,2024-01-10,4.2 - Faenas agrícolas y pecuarias | 4.2.1. Quema no avisada de desechos agrícolas que se propaga libre y sin control,0,0.19,Biobío,Los Alamos
-37.26305556,-71.96694444,2024-01-11,2.1 - Incendios Intencionales | 2.1.3. Ataque incendiario (ataques dirigidos a bienes muebles o inmuebles),1,0.38,Biobío,Tucapel
-36.67694444,-72.94888889,2024-01-11,2.1 - Incendios Intencionales | 2.1.3. Ataque incendiario (ataques dirigidos a bienes muebles o inmuebles),1,0.03,Biobío,Tomé
-37.46611111,-72.39111111,2024-01-11,2.1 - Incendios Intencionales,1,0.12,Biobío,Los Angeles
-36.67777778,-72.94611111,2024-01-11,2.1 - Incendios Intencionales | 2.1.3. Ataque incendiario (ataques dirigidos a bienes muebles o inmuebles),1,0.9,Biobío,Tomé
-36.69555556,-72.96888889,2024-01-11,2.1 - Incendios Intencionales | 2.1.3. Ataque incendiario (ataques dirigidos a bienes muebles o inmuebles),1,0.02,Biobío,Tomé
-36.89666667,-73.12694444,2024-01-11,4.1 - Faenas forestales | 4.1.1. Quema no avisada de desechos forestales que se propaga libre y sin control,0,4.7,Biobío,San Pedro de la Paz
-37.78888889,-73.46555556,2024-01-11,4.1 - Faenas forestales | 4.1.3. Contacto o corte de conductor eléctrico producto de faena forestal,0,0.27,Biobío,Cañete
-37.5975,-73.66722222,2024-01-11,1.7 - Originados por desplazamiento de personas  vehículos o aeronaves,0,0.02,Biobío,Lebu
-37.45055556,-72.26111111,2024-01-11,4.9 - Líneas eléctricas,0,0.05,Biobío,Los Angeles
-37.73611111,-73.50333333,2024-01-11,2.1 - Incendios Intencionales | 2.1.3. Ataque incendiario (ataques dirigidos a bienes muebles o inmuebles),1,1.0,Biobío,Los Alamos
-37.49916667,-72.69555556,2024-01-11,2.1 - Incendios Intencionales,1,0.12,Biobío,Nacimiento
-37.59666667,-73.49222222,2024-01-11,2.1 - Incendios Intencionales | 2.1.2. Conflicto entre personas (venganza  familiares  pasionales  otros),1,0.1,Biobío,Los Alamos
-36.74444444,-72.97333333,2024-01-11,2.1 - Incendios Intencionales | 2.1.5. Obtención beneficios económicos (compra de madera  presión por trabajo  robo  maderero  otros),1,0.01,Biobío,Penco
-37.09805556,-72.54722222,2024-01-12,2.1 - Incendios Intencionales | 2.1.3. Ataque incendiario (ataques dirigidos a bienes muebles o inmuebles),1,0.48,Biobío,Yumbel
-36.79222222,-72.75388889,2024-01-12,1.2 - Faenas agrícolas y pecuarias | 1.2.2. Partículas incandescentes  generadas por roce de maquinaria o herramienta agrícola con rocas  cercos o material metálico,0,2.0,Biobío,Florida
-37.26833333,-72.71555556,2024-01-12,5.1 - Incendios de causa indeterminada,0,0.02,Biobío,Laja
-36.66805556,-72.88361111,2024-01-12,1.1 - Faenas Forestales | 1.1.2. Partículas incandescentes generadas por roce de maquinaria o herramienta forestal con rocas  cercos o material metálico,0,0.3,Biobío,Tomé
-36.82277778,-72.87611111,2024-01-12,1.7 - Originados por desplazamiento de personas  vehículos o aeronaves | 1.7.1. Accidente o incendio de vehículo,0,0.01,Biobío,Concepción
-37.06805556,-72.59027778,2024-01-13,1.9 - Líneas eléctricas,0,2.7,Biobío,Yumbel
-37.56361111,-72.56527778,2024-01-13,2.1 - Incendios Intencionales,1,0.64,Biobío,Los Angeles
-37.41055556,-72.24916667,2024-01-13,2.1 - Incendios Intencionales,1,0.72,Biobío,Los Angeles
-37.21361111,-73.21527778,2024-01-13,1.10 - Otras causas | 1.10.1. Otras causas accidentales no clasificadas,0,0.5,Biobío,Arauco
-38.33861111,-73.49527778,2024-01-13,1.10 - Otras causas,0,12.59,Biobío,Tirúa
-36.61027778,-72.96861111,2024-01-13,1.6 - Parcelaciones  edificaciones residenciales  industriales u otras en zonas rurales o de interfaz | 1.6.1. Incendio estructural,0,0.2,Biobío,Tomé
-36.66694444,-72.96416667,2024-01-13,2.1 - Incendios Intencionales | 2.1.3. Ataque incendiario (ataques dirigidos a bienes muebles o inmuebles),1,0.14,Biobío,Tomé
-36.80027778,-72.94888889,2024-01-13,2.1 - Incendios Intencionales | 2.1.3. Ataque incendiario (ataques dirigidos a bienes muebles o inmuebles),1,0.03,Biobío,Concepción
-37.73138889,-72.25083333,2024-01-13,2.1 - Incendios Intencionales | 2.1.3. Ataque incendiario (ataques dirigidos a bienes muebles o inmuebles),1,2.76,Biobío,Mulchén
-38.17722222,-73.43555556,2024-01-13,2.1 - Incendios Intencionales,1,0.52,Biobío,Tirúa
-37.37611111,-72.63416667,2024-01-14,2.1 - Incendios Intencionales | 2.1.3. Ataque incendiario (ataques dirigidos a bienes muebles o inmuebles),1,0.08,Biobío,Los Angeles
-37.43638889,-72.26777778,2024-01-14,4.9 - Líneas eléctricas,0,0.32,Biobío,Los Angeles
-38.23472222,-73.44333333,2024-01-14,2.1 - Incendios Intencionales,1,2.25,Biobío,Tirúa
-37.58944444,-73.64138889,2024-01-14,2.1 - Incendios Intencionales | 2.1.3. Ataque incendiario (ataques dirigidos a bienes muebles o inmuebles),1,0.2,Biobío,Lebu
-36.76861111,-73.08861111,2024-01-14,4.3 - Actividades al aire libre (camping  excursiones  caza  pesca  otros) | 4.3.1. Empleo de fuentes de calor en áreas no habilitadas  como fogatas para cocinar  cocinillas  calefacción  elementos para iluminar u otros.,0,0.23,Biobío,Talcahuano
-37.45972222,-72.14611111,2024-01-14,2.1 - Incendios Intencionales | 2.1.3. Ataque incendiario (ataques dirigidos a bienes muebles o inmuebles),1,16.0,Biobío,Los Angeles
-38.19083333,-73.36333333,2024-01-14,4.5 - Actividades de control y extinción de incendios forestales,0,5.4,Biobío,Tirúa
-36.96527778,-73.15888889,2024-01-14,2.1 - Incendios Intencionales | 2.1.5. Obtención beneficios económicos (compra de madera  presión por trabajo  robo  maderero  otros),1,0.01,Biobío,Coronel
-36.80277778,-72.63388889,2024-01-14,2.1 - Incendios Intencionales | 2.1.2. Conflicto entre personas (venganza  familiares  pasionales  otros),1,1.6,Biobío,Florida
-37.38916667,-72.64527778,2024-01-15,2.1 - Incendios Intencionales,1,0.01,Biobío,Los Angeles
-37.62,-73.46,2024-01-15,4.3 - Actividades al aire libre (camping  excursiones  caza  pesca  otros) | 4.3.1. Empleo de fuentes de calor en áreas no habilitadas  como fogatas para cocinar  cocinillas  calefacción  elementos para iluminar u otros.,0,0.09,Biobío,Los Alamos
-36.73722222,-72.95638889,2024-01-15,2.1 - Incendios Intencionales | 2.1.3. Ataque incendiario (ataques dirigidos a bienes muebles o inmuebles),1,1.8,Biobío,Penco
-37.45555556,-72.14638889,2024-01-15,4.5 - Actividades de control y extinción de incendios forestales | 4.5.1. Rebrote de incendio anterior  declarado extinto,0,0.45,Biobío,Los Angeles
-37.92972222,-73.42055556,2024-01-15,2.1 - Incendios Intencionales | 2.1.5. Obtención beneficios económicos (compra de madera  presión por trabajo  robo  maderero  otros),1,0.91,Biobío,Cañete
-37.13722222,-72.55277778,2024-01-15,5.1 - Incendios de causa indeterminada,0,0.06,Biobío,Yumbel
-37.18444444,-72.29583333,2024-01-15,2.1 - Incendios Intencionales,1,0.11,Biobío,Cabrero
-37.13583333,-72.52388889,2024-01-16,4.8 - Otras quemas,0,0.05,Biobío,Yumbel
-37.42444444,-72.50027778,2024-01-16,4.9 - Líneas eléctricas | 4.9.5. Otras causas eléctricas negligentes no  clasificadas,0,1.28,Biobío,Los Angeles
-36.71138889,-72.96833333,2024-01-16,4.10 - Otras causas | 4.10.12. Otras actividades negligentes no clasificadas,0,0.5,Biobío,Penco
-36.8325,-73.15305556,2024-01-16,4.10 - Otras causas | 4.10.12. Otras actividades negligentes no clasificadas,0,0.75,Biobío,San Pedro de la Paz
-37.37666667,-72.825,2024-01-16,5.1 - Incendios de causa indeterminada | 5.1.1. Se investiga pero no es posible establecer la causa,0,0.77,Biobío,Nacimiento
-37.56444444,-73.55416667,2024-01-16,1.6 - Parcelaciones  edificaciones residenciales  industriales u otras en zonas rurales o de interfaz,0,0.3,Biobío,Lebu
-36.61222222,-72.95277778,2024-01-16,4.10 - Otras causas | 4.10.4. Acciones asociadas a fumar,0,0.01,Biobío,Tomé
-37.08,-73.16416667,2024-01-16,4.3 - Actividades al aire libre (camping  excursiones  caza  pesca  otros) | 4.3.1. Empleo de fuentes de calor en áreas no habilitadas  como fogatas para cocinar  cocinillas  calefacción  elementos para iluminar u otros.,0,0.15,Biobío,Lota
-37.4025,-72.41361111,2024-01-16,2.1 - Incendios Intencionales,1,0.2,Biobío,Los Angeles
-37.14472222,-73.16833333,2024-01-17,4.10 - Otras causas | 4.10.4. Acciones asociadas a fumar,0,0.005,Biobío,Lota
-37.72111111,-72.2325,2024-01-17,2.1 - Incendios Intencionales,1,0.15,Biobío,Mulchén
-37.28055556,-72.63083333,2024-01-17,1.2 - Faenas agrícolas y pecuarias | 1.2.2. Partículas incandescentes  generadas por roce de maquinaria o herramienta agrícola con rocas  cercos o material metálico,0,0.6,Biobío,Laja
-38.08722222,-73.36694444,2024-01-17,5.1 - Incendios de causa indeterminada,0,3.0,Biobío,Cañete
-37.52166667,-72.50916667,2024-01-18,4.9 - Líneas eléctricas | 4.9.3. Corte de conductor eléctrico por caída o fatiga de estructura de tendido eléctrico o postación,0,1.5,Biobío,Los Angeles
-36.98277778,-72.65416667,2024-01-18,2.1 - Incendios Intencionales | 2.1.3. Ataque incendiario (ataques dirigidos a bienes muebles o inmuebles),1,35.0,Biobío,Yumbel
-37.46916667,-72.535,2024-01-18,1.7 - Originados por desplazamiento de personas  vehículos o aeronaves | 1.7.3. Generado por vehículo  (roce metálico  tubo de escape  desperfecto  otros),0,0.75,Biobío,Los Angeles
-37.61138889,-72.25166667,2024-01-18,2.1 - Incendios Intencionales,1,0.06,Biobío,Los Angeles
-37.15833333,-72.91777778,2024-01-18,4.1 - Faenas forestales | 4.1.1. Quema no avisada de desechos forestales que se propaga libre y sin control,0,1.2,Biobío,Hualqui
-37.61305556,-73.67472222,2024-01-18,5.1 - Incendios de causa indeterminada,0,0.01,Biobío,Lebu
-37.06416667,-72.25027778,2024-01-18,5.1 - Incendios de causa indeterminada,0,0.08,Biobío,Cabrero
-37.60694444,-73.66194444,2024-01-18,4.8 - Otras quemas | 4.8.2. Quema de basura residencial o desechos vegetales,0,0.19,Biobío,Lebu
-37.43777778,-72.43777778,2024-01-18,4.6 - Parcelaciones  edificaciones residenciales  industriales u otras en zonas rurales o de interfaz,0,0.03,Biobío,Los Angeles
-36.76861111,-73.08861111,2024-01-18,5.1 - Incendios de causa indeterminada,0,0.4,Biobío,Talcahuano
-38.08,-73.31444444,2024-01-19,2.1 - Incendios Intencionales,1,22.0,Biobío,Contulmo
-37.19555556,-72.40166667,2024-01-19,1.6 - Parcelaciones  edificaciones residenciales  industriales u otras en zonas rurales o de interfaz,0,0.02,Biobío,Cabrero
-37.43333333,-72.19138889,2024-01-19,4.10 - Otras causas | 4.10.4. Acciones asociadas a fumar,0,0.02,Biobío,Los Angeles
-36.98972222,-73.14805556,2024-01-19,4.8 - Otras quemas | 4.8.2. Quema de basura residencial o desechos vegetales,0,0.02,Biobío,Coronel
-37.18055556,-72.6025,2024-01-19,4.9 - Líneas eléctricas,0,0.66,Biobío,Yumbel
-36.88166667,-72.585,2024-01-19,4.3 - Actividades al aire libre (camping  excursiones  caza  pesca  otros) | 4.3.1. Empleo de fuentes de calor en áreas no habilitadas  como fogatas para cocinar  cocinillas  calefacción  elementos para iluminar u otros.,0,0.48,Biobío,Florida
-37.00583333,-73.15083333,2024-01-19,5.1 - Incendios de causa indeterminada,0,0.2,Biobío,Coronel
-37.34055556,-72.74944444,2024-01-20,4.1 - Faenas forestales,0,0.2,Biobío,Nacimiento
-37.08083333,-73.14444444,2024-01-20,4.10 - Otras causas | 4.10.12. Otras actividades negligentes no clasificadas,0,0.5,Biobío,Lota
-36.80444444,-72.7975,2024-01-20,4.11 - Producción y/o extracción de productos y/o derivados del bosque | 4.11.4. Empleo de fuentes de calor en actividades de apicultura,0,0.3,Biobío,Florida
-37.64527778,-72.44472222,2024-01-20,1.2 - Faenas agrícolas y pecuarias,0,0.68,Biobío,Mulchén
-37.67888889,-73.53333333,2024-01-20,2.1 - Incendios Intencionales | 2.1.5. Obtención beneficios económicos (compra de madera  presión por trabajo  robo  maderero  otros),1,0.86,Biobío,Lebu
-37.64583333,-73.5775,2024-01-20,2.1 - Incendios Intencionales | 2.1.5. Obtención beneficios económicos (compra de madera  presión por trabajo  robo  maderero  otros),1,0.2,Biobío,Lebu
-37.72888889,-72.25361111,2024-01-21,2.1 - Incendios Intencionales | 2.1.3. Ataque incendiario (ataques dirigidos a bienes muebles o inmuebles),1,1.8,Biobío,Mulchén
-37.64805556,-72.27722222,2024-01-21,2.1 - Incendios Intencionales | 2.1.3. Ataque incendiario (ataques dirigidos a bienes muebles o inmuebles),1,0.16,Biobío,Mulchén
-37.22333333,-72.21388889,2024-01-21,4.6 - Parcelaciones  edificaciones residenciales  industriales u otras en zonas rurales o de interfaz | 4.6.1. Generado por el uso de equipos o herramientas con fines de construcción  limpieza o montaje de estructuras,0,3.7,Biobío,Los Angeles
-36.86388889,-73.12666667,2024-01-21,4.3 - Actividades al aire libre (camping  excursiones  caza  pesca  otros) | 4.3.1. Empleo de fuentes de calor en áreas no habilitadas  como fogatas para cocinar  cocinillas  calefacción  elementos para iluminar u otros.,0,0.02,Biobío,San Pedro de la Paz
-37.02583333,-72.39083333,2024-01-21,4.10 - Otras causas,0,0.01,Biobío,Cabrero
-37.71722222,-71.24916667,2024-01-21,4.7 - Originados por desplazamiento de personas  vehículos o aeronaves | 4.7.1. Empleo de fuentes de calor en actividades religiosas  de peregrinación o de veneración,0,0.55,Biobío,Alto Biobío
-36.77027778,-73.11972222,2024-01-21,5.1 - Incendios de causa indeterminada,0,2.8,Biobío,Talcahuano
-37.01861111,-73.14277778,2024-01-21,2.1 - Incendios Intencionales | 2.1.4. Conflicto territorial o patrimonial (deslindes  propiedades  apropiaciones de terreno  otros),1,1.0,Biobío,Coronel
-37.0875,-73.16583333,2024-01-21,4.8 - Otras quemas | 4.8.2. Quema de basura residencial o desechos vegetales,0,0.1,Biobío,Lota
-36.54416667,-72.91694444,2024-01-21,2.1 - Incendios Intencionales | 2.1.5. Obtención beneficios económicos (compra de madera  presión por trabajo  robo  maderero  otros),1,0.01,Biobío,Tomé
-37.30527778,-71.94638889,2024-01-22,4.10 - Otras causas | 4.10.12. Otras actividades negligentes no clasificadas,0,0.06,Biobío,Tucapel
-37.93277778,-71.24305556,2024-01-22,3.1 - Incendios Naturales,0,0.62,Biobío,Alto Biobío
-37.50194444,-72.68666667,2024-01-22,2.1 - Incendios Intencionales | 2.1.3. Ataque incendiario (ataques dirigidos a bienes muebles o inmuebles),1,0.02,Biobío,Nacimiento
-37.58166667,-71.88861111,2024-01-22,5.1 - Incendios de causa indeterminada,0,0.43,Biobío,Santa Bárbara
-36.97888889,-72.64777778,2024-01-23,4.9 - Líneas eléctricas,0,0.4,Biobío,Yumbel
-38.17833333,-73.43611111,2024-01-23,4.5 - Actividades de control y extinción de incendios forestales,0,0.5,Biobío,Tirúa
-37.0675,-72.79416667,2024-01-23,2.1 - Incendios Intencionales,1,0.07,Biobío,Hualqui
-37.4025,-72.40916667,2024-01-23,2.1 - Incendios Intencionales | 2.1.1. No se identifica la motivación,1,0.4,Biobío,Los Angeles
-38.15388889,-73.36805556,2024-01-23,4.8 - Otras quemas,0,0.65,Biobío,Tirúa
-37.82,-71.67138889,2024-01-23,2.1 - Incendios Intencionales,1,0.15,Biobío,Alto Biobío
-36.67,-72.95972222,2024-01-23,2.1 - Incendios Intencionales | 2.1.5. Obtención beneficios económicos (compra de madera  presión por trabajo  robo  maderero  otros),1,0.05,Biobío,Tomé
-38.25166667,-73.42388889,2024-01-23,1.10 - Otras causas,0,6.0,Biobío,Tirúa
-37.58111111,-72.53583333,2024-01-23,2.1 - Incendios Intencionales | 2.1.3. Ataque incendiario (ataques dirigidos a bienes muebles o inmuebles),1,0.15,Biobío,Negrete
-37.46722222,-71.92111111,2024-01-23,2.1 - Incendios Intencionales | 2.1.1. No se identifica la motivación,1,0.06,Biobío,Quilleco
-36.71972222,-72.97277778,2024-01-24,2.1 - Incendios Intencionales | 2.1.5. Obtención beneficios económicos (compra de madera  presión por trabajo  robo  maderero  otros),1,0.01,Biobío,Penco
